fighter1_wins,fighter2_wins,fighter1_losses,fighter2_losses,fighter1_height,fighter2_height,fighter1_weight,fighter2_weight,fighter1_reach,fighter2_reach,fighter1_age,fighter2_age,fighter1_SLpM,fighter2_SLpM,fighter1_sig_str_acc,fighter2_sig_str_acc,fighter1_SApM,fighter2_SApM,fighter1_str_def,fighter2_str_def,fighter1_td_avg,fighter2_td_avg,fighter1_td_acc,fighter2_td_acc,fighter1_td_def,fighter2_td_def,fighter1_sub_avg,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won,fighter1_name,fighter2_name,fighter1_stance,fighter2_stance
4.0,18.0,5.0,10.0,177.8,170.18,83.91,70.31,,170.18,46.0,42.0,1.28,3.36,0.35,0.4,7.0,3.5,0.41,0.54,0.0,1.36,0.0,0.5,0.0,0.58,0.0,0.1,7.6200000000000045,13.599999999999994,,-0.19841269841269848,-1.36,-2.08,-0.1,0,Rodrigo Ruas,Mizuto Hirota,Orthodox,Orthodox
22.0,1.0,12.0,0.0,177.8,182.88,77.11,97.52,182.88,,36.0,,2.07,0.0,0.37,0.0,4.03,0.0,0.5,0.0,3.18,0.0,0.5,0.0,0.0,0.0,0.8,0.0,-5.079999999999984,-20.409999999999997,,-0.3529411764705882,3.18,2.07,0.8,1,Derrick Krantz,Sione Latu,Orthodox,Unknown
9.0,14.0,3.0,8.0,182.88,175.26,70.31,65.77,180.34,177.8,24.0,34.0,2.91,3.18,0.26,0.61,4.86,2.14,0.49,0.56,0.0,1.33,0.0,0.55,0.45,0.52,0.0,0.0,7.6200000000000045,4.540000000000006,2.539999999999992,0.11363636363636365,-1.33,-0.27,0.0,0,Maheshate,Sean Soriano,Orthodox,Orthodox
18.0,2.0,9.0,16.0,180.34,185.42,77.11,81.65,177.8,,49.0,,0.85,0.0,0.36,0.0,3.67,0.0,0.36,0.0,1.41,0.0,0.28,0.0,0.25,0.0,2.8,0.0,-5.079999999999984,-4.540000000000006,,0.5555555555555556,1.41,0.85,2.8,1,Yoshiyuki Yoshida,Tulio Palhares,Southpaw,Unknown
12.0,13.0,6.0,3.0,177.8,175.26,70.31,65.77,190.5,180.34,29.0,37.0,3.22,2.9,0.5,0.4,5.87,4.38,0.4,0.56,1.5,2.26,0.26,0.41,0.47,0.8,1.2,0.3,2.5400000000000205,4.540000000000006,10.159999999999997,-0.14583333333333337,-0.7599999999999998,0.3200000000000003,0.8999999999999999,0,Kamuela Kirk,Jim Alers,Switch,Orthodox
10.0,7.0,9.0,2.0,170.18,175.26,70.31,61.23,,187.96,,28.0,0.84,0.73,1.0,0.33,1.68,2.89,0.68,0.45,0.0,1.16,0.0,0.2,0.5,0.33,0.0,0.6,-5.079999999999984,9.080000000000005,,-0.2514619883040936,-1.16,0.10999999999999999,-0.6,0,Paul Rodriguez,Nick Aguirre,Orthodox,Southpaw
13.0,17.0,4.0,7.0,182.88,172.72,83.91,77.11,177.8,180.34,46.0,43.0,3.62,2.62,0.38,0.42,4.64,2.36,0.61,0.62,1.86,3.08,0.34,0.42,0.78,0.71,0.3,0.2,10.159999999999997,6.799999999999997,-2.539999999999992,0.056372549019607754,-1.22,1.0,0.09999999999999998,0,Daniel Kelly,Mike Pierce,Southpaw,Orthodox
9.0,15.0,4.0,7.0,170.18,177.8,56.7,77.11,177.8,187.96,27.0,43.0,6.1,0.73,0.43,0.2,4.35,2.27,0.57,0.46,0.65,2.46,0.8,0.44,0.59,0.4,0.2,2.5,-7.6200000000000045,-20.409999999999997,-10.159999999999997,0.010489510489510523,-1.81,5.369999999999999,-2.3,1,Sabina Mazo,Daniel Roberts,Orthodox,Southpaw
19.0,22.0,7.0,3.0,167.64,187.96,56.7,77.11,167.64,187.96,40.0,32.0,2.57,2.75,0.43,0.53,2.55,2.34,0.56,0.54,0.62,1.25,0.23,0.34,0.44,0.7,1.1,0.4,-20.32000000000002,-20.409999999999997,-20.32000000000002,-0.14923076923076928,-0.63,-0.18000000000000016,0.7000000000000001,0,John Moraga,Leon Edwards,Orthodox,Southpaw
14.0,14.0,5.0,8.0,167.64,177.8,70.31,77.11,167.64,180.34,39.0,32.0,2.65,4.32,0.35,0.47,3.61,5.16,0.59,0.52,0.86,0.81,0.33,0.4,0.83,0.78,0.0,0.2,-10.160000000000025,-6.799999999999997,-12.700000000000017,0.1004784688995215,0.04999999999999993,-1.6700000000000004,-0.2,0,Nick Hein,Mike Perry,Southpaw,Orthodox
13.0,12.0,6.0,2.0,175.26,182.88,70.31,83.91,182.88,190.5,46.0,30.0,2.56,4.3,0.33,0.59,3.61,3.46,0.58,0.45,0.44,6.62,0.11,0.49,0.2,0.63,0.9,3.0,-7.6200000000000045,-13.599999999999994,-7.6200000000000045,-0.1729323308270676,-6.18,-1.7399999999999998,-2.1,1,Cristiano Marcello,Anthony Hernandez,Orthodox,Orthodox
27.0,15.0,3.0,3.0,160.02,182.88,56.7,65.77,167.64,187.96,37.0,35.0,3.43,4.08,0.54,0.43,1.66,3.44,0.67,0.62,3.35,0.23,0.56,0.33,0.65,0.69,0.5,0.2,-22.859999999999985,-9.069999999999993,-20.32000000000002,0.06666666666666665,3.12,-0.6499999999999999,0.3,1,Demetrious Johnson,Giga Chikadze,Orthodox,Orthodox
10.0,16.0,0.0,4.0,167.64,162.56,52.16,61.23,167.64,162.56,30.0,37.0,5.61,3.77,0.67,0.46,0.45,3.29,0.8,0.6,5.34,1.99,1.0,0.32,0.0,0.75,1.3,0.2,5.079999999999984,-9.07,5.079999999999984,0.19999999999999996,3.3499999999999996,1.8400000000000003,1.1,1,Eduarda Moura,Henry Cejudo,Orthodox,Orthodox
8.0,16.0,2.0,3.0,165.1,172.72,56.7,61.23,175.26,182.88,27.0,44.0,3.98,0.88,0.48,0.64,3.13,1.14,0.54,0.46,1.18,2.2,0.21,0.33,0.63,0.5,0.3,1.6,-7.6200000000000045,-4.529999999999994,-7.6200000000000045,-0.042105263157894646,-1.0200000000000002,3.1,-1.3,1,Melissa Gatto,Jerrod Sanders,Orthodox,Orthodox
6.0,13.0,1.0,8.0,172.72,170.18,56.7,56.7,177.8,,29.0,38.0,1.47,3.2,0.35,0.34,2.73,3.43,0.52,0.69,2.0,0.0,0.33,0.0,0.66,0.16,2.0,0.0,2.539999999999992,0.0,,0.23809523809523803,2.0,-1.7300000000000002,2.0,1,Ivana Petrovic,Tateki Matsuda,Southpaw,Orthodox
11.0,45.0,4.0,17.0,198.12,177.8,92.99,77.11,195.58,,38.0,49.0,1.44,1.84,0.79,0.44,2.52,1.99,0.52,0.42,3.93,0.46,0.28,0.5,0.0,0.57,0.8,2.5,20.319999999999993,15.879999999999995,,0.007526881720430034,3.47,-0.40000000000000013,-1.7,0,Danilo Marques,Dave Menne,Orthodox,Orthodox
16.0,9.0,9.0,9.0,187.96,203.2,83.91,136.08,190.5,,42.0,,4.04,0.0,0.51,0.0,2.99,0.0,0.62,0.0,2.75,0.0,0.37,0.0,0.58,0.0,0.2,0.0,-15.23999999999998,-52.170000000000016,,0.14,2.75,4.04,0.2,1,James Te Huna,Paul Varelans,Orthodox,Orthodox
13.0,15.0,6.0,8.0,182.88,182.88,77.11,92.99,193.04,182.88,35.0,33.0,2.9,2.81,0.51,0.46,3.57,3.84,0.44,0.49,1.12,1.41,0.27,0.2,0.5,0.5,0.0,0.0,0.0,-15.879999999999995,10.159999999999997,0.03203661327231122,-0.2899999999999998,0.08999999999999986,0.0,1,Andreas Michailidis,Jeremy Kimball,Orthodox,Switch
14.0,24.0,5.0,3.0,180.34,162.56,65.77,52.16,185.42,160.02,29.0,34.0,3.44,5.94,0.46,0.51,3.36,3.44,0.63,0.53,0.0,2.29,0.0,0.42,0.28,0.66,0.3,0.4,17.78,13.61,25.399999999999977,-0.15204678362573099,-2.29,-2.5000000000000004,-0.10000000000000003,0,Jarno Errens,Zhang Weili,Orthodox,Switch
8.0,13.0,0.0,7.0,170.18,200.66,56.7,120.2,170.18,,25.0,47.0,3.98,2.73,0.6,0.31,2.67,4.24,0.6,0.49,1.31,1.72,0.66,0.71,0.61,0.0,1.3,1.0,-30.47999999999999,-63.5,,0.35,-0.4099999999999999,1.25,0.30000000000000004,0,Andre Lima,Brad Imes,Orthodox,Orthodox
4.0,30.0,1.0,8.0,190.5,175.26,117.93,70.31,,182.88,39.0,35.0,0.0,5.45,0.0,0.51,4.03,4.36,0.4,0.53,6.72,1.33,0.5,0.36,0.0,0.63,0.0,1.4,15.240000000000009,47.620000000000005,,0.010526315789473717,5.39,-5.45,-1.4,0,Michel Batista,Dustin Poirier,Orthodox,Southpaw
37.0,17.0,7.0,14.0,165.1,167.64,56.7,65.77,,172.72,42.0,48.0,3.2,2.01,0.53,0.39,3.98,3.06,0.52,0.64,2.32,1.19,0.27,0.36,0.33,0.49,2.3,1.5,-2.539999999999992,-9.069999999999993,,0.29252199413489743,1.13,1.1900000000000004,0.7999999999999998,0,Jose Maria,Michihiro Omigawa,Orthodox,Orthodox
15.0,14.0,8.0,4.0,170.18,172.72,61.23,70.31,177.8,180.34,37.0,35.0,1.75,2.59,0.4,0.58,1.68,2.68,0.53,0.41,2.11,3.31,0.45,0.5,0.52,0.23,0.8,0.4,-2.539999999999992,-9.080000000000005,-2.539999999999992,-0.12560386473429952,-1.2000000000000002,-0.8399999999999999,0.4,0,Russell Doane,Magomed Mustafaev,Orthodox,Orthodox
15.0,20.0,4.0,9.0,172.72,175.26,70.31,61.23,175.26,175.26,28.0,35.0,4.14,1.61,0.34,0.42,3.6,3.02,0.59,0.56,2.32,3.28,0.3,0.42,0.2,0.77,0.0,0.4,-2.539999999999992,9.080000000000005,0.0,0.09981851179673318,-0.96,2.5299999999999994,-0.4,1,Abdul-Kareem Al-Selwady,Wulijiburen,Orthodox,Orthodox
18.0,7.0,8.0,7.0,195.58,162.56,92.99,61.23,200.66,180.34,37.0,38.0,4.03,3.97,0.4,0.35,3.53,3.64,0.51,0.56,1.53,0.56,0.39,1.0,0.83,0.8,0.4,0.0,33.02000000000001,31.759999999999998,20.319999999999993,0.1923076923076923,0.97,0.06000000000000005,0.4,0,Alexander Gustafsson,Marcus Brimage,Orthodox,Southpaw
16.0,13.0,10.0,7.0,185.42,185.42,77.11,83.91,193.04,187.96,41.0,35.0,2.08,4.3,0.52,0.43,2.87,5.1,0.43,0.5,1.18,2.55,0.66,0.36,0.58,1.0,0.0,0.0,0.0,-6.799999999999997,5.079999999999984,-0.0346153846153846,-1.3699999999999999,-2.2199999999999998,0.0,1,Che Mills,Andrew Sanchez,Orthodox,Orthodox
19.0,12.0,7.0,7.0,180.34,175.26,77.11,70.31,185.42,180.34,29.0,32.0,3.3,4.52,0.45,0.45,2.56,4.76,0.6,0.55,1.59,1.09,0.4,0.37,0.62,0.69,0.6,0.3,5.0800000000000125,6.799999999999997,5.079999999999984,0.09919028340080971,0.5,-1.2199999999999998,0.3,1,Jake Matthews,Lando Vannata,Orthodox,Orthodox
5.0,11.0,5.0,6.0,160.02,187.96,52.16,112.04,160.02,190.5,45.0,46.0,2.97,0.85,0.54,0.37,5.1,5.92,0.5,0.22,2.31,0.75,0.41,0.16,0.53,0.33,1.0,2.3,-27.939999999999998,-59.88000000000001,-30.47999999999999,-0.1470588235294118,1.56,2.12,-1.2999999999999998,0,Alex Chambers,Ruan Potts,Southpaw,Orthodox
9.0,17.0,4.0,9.0,170.18,185.42,56.7,92.99,177.8,187.96,27.0,40.0,6.1,5.46,0.43,0.48,4.35,6.77,0.57,0.45,0.65,0.0,0.8,0.0,0.59,0.3,0.2,0.5,-15.23999999999998,-36.28999999999999,-10.159999999999997,0.038461538461538436,0.65,0.6399999999999997,-0.3,0,Sabina Mazo,Sean O'Connell,Orthodox,Orthodox
38.0,10.0,21.0,16.0,170.18,165.1,70.31,65.77,177.8,,42.0,37.0,2.64,1.13,0.33,0.36,3.01,1.0,0.61,0.62,3.13,2.0,0.36,0.33,0.67,0.33,0.6,0.0,5.0800000000000125,4.540000000000006,,0.2594524119947848,1.13,1.5100000000000002,0.6,1,Clay Guida,Rodolfo Rubio Perez,Orthodox,Orthodox
17.0,17.0,14.0,3.0,167.64,165.1,65.77,52.16,172.72,160.02,48.0,34.0,2.01,5.55,0.39,0.44,3.06,3.56,0.64,0.61,1.19,0.86,0.36,0.66,0.49,0.7,1.5,0.0,2.539999999999992,13.61,12.699999999999989,-0.3016129032258065,0.32999999999999996,-3.54,1.5,1,Michihiro Omigawa,Yan Xiaonan,Orthodox,Orthodox
19.0,23.0,5.0,4.0,185.42,180.34,92.99,77.11,185.42,187.96,42.0,39.0,3.12,4.03,0.66,0.43,2.77,3.43,0.46,0.52,0.45,1.11,0.28,0.3,0.87,0.6,0.0,0.1,5.079999999999984,15.879999999999995,-2.5400000000000205,-0.06018518518518523,-0.6600000000000001,-0.9100000000000001,-0.1,0,Ryan Jimmo,Nicolas Dalby,Orthodox,Orthodox
29.0,16.0,4.0,11.0,190.5,180.34,92.99,70.31,203.2,177.8,31.0,35.0,5.31,2.84,0.55,0.41,5.17,4.1,0.4,0.54,0.61,1.27,0.5,0.53,0.68,0.33,0.3,0.0,10.159999999999997,22.679999999999993,25.399999999999977,0.2861952861952862,-0.66,2.4699999999999998,0.3,0,Jiri Prochazka,Dong Hyun Ma,Orthodox,Orthodox
17.0,22.0,5.0,14.0,182.88,193.04,95.25,92.99,,195.58,56.0,43.0,0.0,3.93,0.0,0.51,0.0,3.35,0.0,0.49,0.0,1.33,0.0,0.62,0.0,0.5,0.0,0.8,-10.159999999999997,2.260000000000005,,0.16161616161616155,-1.33,-3.93,-0.8,1,Oleg Taktarov,Mike Kyle,Orthodox,Orthodox
4.0,17.0,6.0,9.0,177.8,167.64,65.77,70.31,,167.64,39.0,37.0,1.71,4.42,0.5,0.46,2.19,3.07,0.62,0.59,1.43,3.89,0.25,0.4,0.0,0.82,0.0,1.1,10.160000000000025,-4.540000000000006,,-0.25384615384615383,-2.46,-2.71,-1.1,0,Humberto Brown Morrison,Dennis Bermudez,Unknown,Orthodox
12.0,6.0,6.0,13.0,170.18,185.42,61.23,117.93,182.88,,32.0,,3.67,0.0,0.52,0.0,2.62,0.0,0.5,0.0,3.0,0.0,0.45,0.0,0.59,0.0,0.0,0.0,-15.23999999999998,-56.70000000000001,,0.3508771929824561,3.0,3.67,0.0,1,Geraldo de Freitas,Joe Charles,Orthodox,Southpaw
11.0,4.0,4.0,5.0,180.34,162.56,90.26,52.16,,165.1,50.0,32.0,0.0,3.89,0.0,0.43,0.0,4.75,0.0,0.53,0.0,2.0,0.0,0.57,0.0,0.61,0.0,0.6,17.78,38.10000000000001,,0.28888888888888886,-2.0,-3.89,-0.6,0,Jerry Bohlander,Kailin Curran,Orthodox,Orthodox
21.0,18.0,15.0,5.0,180.34,190.5,61.23,77.11,185.42,198.12,36.0,33.0,2.65,4.37,0.34,0.46,3.1,3.33,0.41,0.54,0.48,0.78,0.05,0.39,0.3,0.74,0.5,0.5,-10.159999999999997,-15.880000000000003,-12.700000000000017,-0.19927536231884058,-0.30000000000000004,-1.7200000000000002,0.0,0,Kevin Croom,Randy Brown,Orthodox,Orthodox
22.0,10.0,11.0,2.0,177.8,195.58,77.11,113.4,177.8,205.74,50.0,32.0,2.72,1.68,0.39,0.38,2.79,1.87,0.65,0.48,1.6,0.41,0.48,0.33,0.47,0.58,1.4,0.4,-17.78,-36.290000000000006,-27.939999999999998,-0.16666666666666674,1.1900000000000002,1.0400000000000003,0.9999999999999999,0,Marcus Davis,Adam Wieczorek,Southpaw,Orthodox
24.0,7.0,6.0,1.0,185.42,177.8,83.91,77.11,195.58,,34.0,46.0,2.98,1.8,0.42,0.35,2.23,2.83,0.57,0.5,1.33,2.5,0.39,0.62,0.82,0.83,0.1,0.0,7.619999999999976,6.799999999999997,,-0.07499999999999996,-1.17,1.18,0.1,0,Krzysztof Jotko,Romie Aram,Southpaw,Orthodox
16.0,42.0,7.0,21.0,177.8,177.8,70.31,70.31,180.34,177.8,32.0,44.0,3.83,2.33,0.46,0.41,3.37,2.29,0.56,0.57,1.55,1.3,0.52,0.35,0.63,0.3,0.0,2.2,0.0,0.0,2.539999999999992,0.02898550724637683,0.25,1.5,-2.2,1,Austin Hubbard,Drew Fickett,Orthodox,Orthodox
23.0,9.0,11.0,6.0,180.34,162.56,65.77,52.16,187.96,162.56,33.0,36.0,3.85,4.41,0.37,0.38,4.11,4.12,0.51,0.64,2.16,1.8,0.47,0.44,0.69,0.77,0.3,0.8,17.78,13.61,25.400000000000006,0.07647058823529418,0.3600000000000001,-0.56,-0.5,1,Andre Fili,Cynthia Calvillo,Orthodox,Orthodox
6.0,11.0,4.0,10.0,182.88,160.02,83.91,52.16,195.58,165.1,29.0,38.0,5.57,2.97,0.52,0.43,4.11,4.23,0.54,0.52,0.76,1.02,0.57,0.36,0.64,0.9,0.0,0.3,22.859999999999985,31.75,30.480000000000018,0.07619047619047614,-0.26,2.6,-0.3,1,Tafon Nchukwi,Jinh Yu Frey,Orthodox,Southpaw
22.0,16.0,9.0,3.0,180.34,172.72,77.11,65.77,190.5,182.88,32.0,29.0,5.17,3.32,0.52,0.51,5.15,2.62,0.52,0.47,1.04,3.4,0.6,0.75,0.62,0.5,0.7,0.8,7.6200000000000045,11.340000000000003,7.6200000000000045,-0.13242784380305594,-2.36,1.85,-0.10000000000000009,0,Vicente Luque,Joanderson Brito,Orthodox,Orthodox
19.0,16.0,4.0,8.0,167.64,172.72,61.23,56.7,185.42,177.8,31.0,34.0,3.91,4.23,0.46,0.38,2.37,4.56,0.61,0.55,0.37,0.59,0.4,0.44,0.77,0.5,0.4,1.0,-5.0800000000000125,4.529999999999994,7.619999999999976,0.1594202898550725,-0.21999999999999997,-0.3200000000000003,-0.6,1,Taylor Lapilus,Matt Schnell,Southpaw,Orthodox
13.0,0.0,7.0,2.0,167.64,182.88,61.23,90.26,182.88,,31.0,,2.36,0.0,0.33,0.0,2.99,0.0,0.54,0.0,0.25,0.0,0.2,0.0,0.56,0.0,1.0,0.0,-15.240000000000009,-29.03000000000001,,0.65,0.25,2.36,1.0,1,Pingyuan Liu,Rainy Martinez,Orthodox,Orthodox
20.0,13.0,6.0,8.0,177.8,182.88,77.11,65.77,193.04,,36.0,45.0,2.53,1.13,0.45,0.35,2.14,2.36,0.65,0.48,2.37,2.67,0.29,0.53,0.66,0.12,0.7,0.7,-5.079999999999984,11.340000000000003,,0.1501831501831502,-0.2999999999999998,1.4,0.0,1,Ramazan Emeev,Milton Vieira,Southpaw,Orthodox
20.0,0.0,8.0,1.0,182.88,193.04,77.11,89.36,180.34,,34.0,,4.36,0.0,0.46,0.0,6.38,0.0,0.5,0.0,0.34,0.0,0.5,0.0,0.61,0.0,0.0,0.0,-10.159999999999997,-12.25,,0.7142857142857143,0.34,4.36,0.0,1,Song Kenan,Yuri Vaulin,Orthodox,Southpaw
1.0,9.0,2.0,2.0,175.26,177.8,77.11,77.11,,,,34.0,0.0,1.47,0.0,0.3,0.0,2.27,0.0,0.64,0.0,2.5,0.0,0.31,0.0,0.4,0.0,1.0,-2.5400000000000205,0.0,,-0.4848484848484849,-2.5,-1.47,-1.0,0,Valeri Ignatov,Jonavin Webb,Orthodox,Orthodox
12.0,21.0,4.0,11.0,193.04,180.34,92.99,77.11,195.58,193.04,34.0,45.0,4.75,1.46,0.5,0.46,3.77,1.82,0.48,0.62,0.36,3.05,0.28,0.42,0.8,0.83,0.4,1.4,12.699999999999989,15.879999999999995,2.5400000000000205,0.09375,-2.69,3.29,-0.9999999999999999,1,Dominick Reyes,Roan Carneiro,Southpaw,Orthodox
14.0,28.0,4.0,8.0,160.02,162.56,52.16,56.7,160.02,165.1,33.0,39.0,1.75,3.52,0.45,0.34,3.6,2.67,0.56,0.61,2.54,1.41,0.45,0.3,0.4,0.62,1.4,0.6,-2.539999999999992,-4.540000000000006,-5.079999999999984,0.0,1.1300000000000001,-1.77,0.7999999999999999,0,Livinha Souza,Joseph Benavidez,Orthodox,Southpaw
14.0,23.0,8.0,12.0,185.42,182.88,83.91,77.11,187.96,185.42,42.0,44.0,2.03,1.61,0.36,0.41,3.06,2.01,0.49,0.46,1.67,4.17,0.54,0.7,0.47,0.45,1.8,0.6,2.539999999999992,6.799999999999997,2.5400000000000205,-0.020779220779220786,-2.5,0.4199999999999997,1.2000000000000002,0,Dan Miller,Jonathan Goulet,Orthodox,Orthodox
19.0,15.0,6.0,13.0,187.96,185.42,92.99,61.23,187.96,182.88,41.0,42.0,3.92,3.43,0.5,0.34,2.55,2.47,0.67,0.6,1.03,1.05,0.47,0.57,0.7,0.59,0.7,0.1,2.5400000000000205,31.759999999999998,5.0800000000000125,0.2242857142857143,-0.020000000000000018,0.48999999999999977,0.6,1,Thiago Silva,George Roop,Orthodox,Orthodox
35.0,19.0,16.0,9.0,175.26,177.8,70.31,77.11,175.26,177.8,45.0,37.0,1.04,2.15,0.27,0.44,1.71,2.54,0.58,0.52,1.67,6.9,0.33,0.48,0.11,1.0,2.0,0.9,-2.5400000000000205,-6.799999999999997,-2.5400000000000205,0.00770308123249297,-5.23,-1.1099999999999999,1.1,0,John Gunderson,Jason Witt,Orthodox,Orthodox
10.0,14.0,10.0,9.0,170.18,182.88,56.7,83.91,170.18,,36.0,53.0,4.29,3.49,0.39,0.39,4.0,6.5,0.55,0.43,0.39,0.0,0.31,0.0,0.39,0.66,0.5,0.5,-12.699999999999989,-27.209999999999994,,-0.10869565217391308,0.39,0.7999999999999998,0.0,0,Cortney Casey,Tony Fryklund,Orthodox,Orthodox
14.0,15.0,4.0,5.0,187.96,180.34,120.2,65.77,190.5,180.34,37.0,32.0,2.08,3.46,0.46,0.44,1.52,4.56,0.59,0.52,1.83,1.15,0.41,0.2,0.66,0.73,0.1,0.7,7.6200000000000045,54.43000000000001,10.159999999999997,0.02777777777777779,0.6800000000000002,-1.38,-0.6,1,Jared Rosholt,Kyle Nelson,Orthodox,Switch
5.0,23.0,1.0,4.0,180.34,170.18,61.23,65.77,,180.34,46.0,34.0,1.67,4.73,0.69,0.52,0.53,2.41,0.33,0.58,0.0,1.97,0.0,0.24,0.14,0.45,2.0,0.8,10.159999999999997,-4.539999999999999,,-0.01851851851851849,-1.97,-3.0600000000000005,1.2,0,Dave Galera,Aljamain Sterling,Orthodox,Orthodox
12.0,19.0,4.0,7.0,175.26,185.42,65.77,106.59,185.42,,29.0,45.0,2.87,2.86,0.46,0.43,4.07,5.66,0.37,0.49,1.0,0.82,1.0,0.25,0.42,0.5,1.0,0.0,-10.159999999999997,-40.82000000000001,,0.019230769230769273,0.18000000000000005,0.010000000000000231,1.0,1,Mohammad Yahya,Justin Eilers,Switch,Orthodox
25.0,11.0,22.0,2.0,187.96,180.34,83.91,65.77,,187.96,47.0,29.0,1.09,5.38,0.43,0.46,1.2,5.48,0.57,0.51,0.43,0.87,1.0,0.18,0.66,0.45,0.0,0.3,7.6200000000000045,18.14,,-0.3142389525368249,-0.44,-4.29,-0.3,0,Yuki Sasaki,David Onama,Orthodox,Orthodox
20.0,23.0,6.0,3.0,167.64,180.34,65.77,77.11,175.26,182.88,30.0,35.0,5.91,4.55,0.5,0.43,4.22,3.64,0.56,0.57,1.74,1.98,0.48,0.35,0.7,0.93,0.5,0.2,-12.700000000000017,-11.340000000000003,-7.6200000000000045,-0.11538461538461531,-0.24,1.3600000000000003,0.3,0,Nathaniel Wood,Belal Muhammad,Orthodox,Orthodox
13.0,9.0,5.0,5.0,162.56,185.42,52.16,83.91,160.02,180.34,31.0,31.0,3.31,3.31,0.4,0.34,4.09,3.73,0.51,0.54,0.79,0.83,0.15,0.26,0.28,0.48,1.3,0.0,-22.859999999999985,-31.75,-20.319999999999993,0.0793650793650793,-0.039999999999999925,0.0,1.3,1,Mackenzie Dern,Laureano Staropoli,Orthodox,Orthodox
33.0,0.0,13.0,1.0,210.82,185.42,120.2,90.72,213.36,,36.0,,3.12,0.0,0.47,0.0,4.04,0.0,0.46,0.0,0.56,0.0,0.46,0.0,0.55,0.0,1.7,0.0,25.400000000000006,29.480000000000004,,0.717391304347826,0.56,3.12,1.7,1,Stefan Struve,John Dowdy,Orthodox,Unknown
0.0,11.0,1.0,5.0,182.88,182.88,83.91,65.77,,182.88,,34.0,0.0,1.76,0.0,0.46,0.0,3.35,0.0,0.37,0.0,0.52,0.0,0.25,0.0,0.53,0.0,0.5,0.0,18.14,,-0.6875,-0.52,-1.76,-0.5,1,Eric Martin,Megan Anderson,Unknown,Orthodox
17.0,19.0,11.0,5.0,187.96,185.42,109.77,92.99,193.04,185.42,44.0,42.0,2.12,3.12,0.45,0.66,2.94,2.77,0.57,0.46,2.8,0.45,0.39,0.28,0.66,0.87,1.1,0.0,2.5400000000000205,16.78,7.6200000000000045,-0.18452380952380953,2.3499999999999996,-1.0,1.1,0,Gabriel Gonzaga,Ryan Jimmo,Orthodox,Orthodox
9.0,11.0,6.0,2.0,182.88,185.42,70.31,77.11,187.96,195.58,33.0,29.0,1.89,4.52,0.38,0.51,3.4,3.74,0.55,0.44,0.0,1.12,0.0,0.28,0.33,0.47,1.1,0.6,-2.539999999999992,-6.799999999999997,-7.6200000000000045,-0.24615384615384617,-1.12,-2.63,0.5000000000000001,0,Alvaro Herrera Mendoza,Bryan Battle,Orthodox,Orthodox
22.0,25.0,11.0,4.0,180.34,170.18,83.91,65.77,185.42,180.34,43.0,27.0,2.87,2.82,0.42,0.44,2.87,2.2,0.52,0.54,1.14,4.55,0.41,0.32,0.53,0.59,0.8,1.4,10.159999999999997,18.14,5.079999999999984,-0.1954022988505747,-3.41,0.050000000000000266,-0.5999999999999999,0,Chris Leben,Yizha,Southpaw,Orthodox
9.0,9.0,3.0,2.0,167.64,177.8,61.23,65.77,167.64,177.8,29.0,39.0,3.78,2.38,0.47,0.5,4.65,1.33,0.47,0.65,1.56,0.22,0.47,0.09,0.62,0.0,0.6,2.2,-10.160000000000025,-4.539999999999999,-10.160000000000025,-0.06818181818181823,1.34,1.4,-1.6,1,Aspen Ladd,Ryan Hall,Orthodox,Southpaw
5.0,8.0,2.0,4.0,172.72,193.04,61.23,107.05,170.18,198.12,33.0,31.0,3.84,5.08,0.43,0.48,3.55,3.46,0.48,0.57,0.87,0.64,0.2,0.5,1.0,0.42,0.9,0.6,-20.319999999999993,-45.82,-27.939999999999998,0.04761904761904767,0.22999999999999998,-1.2400000000000002,0.30000000000000004,0,Irina Alekseeva,Lukasz Brzeski,Orthodox,Orthodox
11.0,22.0,5.0,6.0,177.8,180.34,77.11,65.77,,180.34,35.0,35.0,2.47,3.02,0.59,0.4,2.57,3.46,0.5,0.5,3.5,2.44,0.41,0.34,0.81,0.4,0.0,1.6,-2.539999999999992,11.340000000000003,,-0.0982142857142857,1.06,-0.5499999999999998,-1.6,1,Jorge Lopez,Damon Jackson,Orthodox,Switch
9.0,14.0,7.0,3.0,172.72,185.42,65.77,77.11,175.26,187.96,33.0,40.0,3.04,2.89,0.37,0.4,4.47,1.86,0.52,0.63,0.3,2.13,0.2,0.44,0.68,0.58,0.0,0.2,-12.699999999999989,-11.340000000000003,-12.700000000000017,-0.26102941176470584,-1.8299999999999998,0.1499999999999999,-0.2,0,Rolando Dy,Ryan LaFlare,Orthodox,Southpaw
6.0,15.0,3.0,10.0,193.04,175.26,106.59,61.23,,,43.0,44.0,0.87,1.81,0.32,0.37,0.87,3.85,0.58,0.46,0.0,0.0,0.0,0.0,0.23,0.57,0.0,1.7,17.78,45.36000000000001,,0.06666666666666665,0.0,-0.9400000000000001,-1.7,1,Josh Shockman,Donny Walker,Southpaw,Unknown
