fighter1_wins,fighter1_losses,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_SLpM,fighter1_sig_str_acc,fighter1_SApM,fighter1_str_def,fighter1_td_avg,fighter1_td_acc,fighter1_td_def,fighter1_sub_avg,fighter2_wins,fighter2_losses,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_SLpM,fighter2_sig_str_acc,fighter2_SApM,fighter2_str_def,fighter2_td_avg,fighter2_td_acc,fighter2_td_def,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won
6.0,1.0,172.72,56.7,177.8,Southpaw,29.0,1.47,0.35,2.73,0.52,2.0,0.33,0.66,2.0,10.0,3.0,170.18,77.11,177.8,Orthodox,38.0,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0,2.539999999999992,-20.409999999999997,0.0,0.0357142857142857,0.16999999999999993,-1.76,2.0,0
15.0,2.0,172.72,65.77,172.72,Orthodox,35.0,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,11.0,0.0,187.96,92.99,195.58,Orthodox,26.0,2.74,0.45,2.49,0.45,3.86,0.68,0.71,0.8,-15.240000000000009,-27.22,-22.860000000000014,-0.08333333333333326,-0.18999999999999995,0.1299999999999999,-0.8,0
26.0,9.0,172.72,65.77,,Southpaw,39.0,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,12.0,10.0,177.8,70.31,,Orthodox,,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,-5.0800000000000125,-4.540000000000006,,0.20048309178743962,0.0,-0.07000000000000006,0.9,0
9.0,3.0,172.72,65.77,180.34,Switch,30.0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,5.0800000000000125,-4.540000000000006,0.0,0.1208791208791209,1.8099999999999998,0.7699999999999998,-1.9,0
9.0,5.0,175.26,61.23,180.34,Orthodox,40.0,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,17.0,10.0,187.96,92.99,190.5,Orthodox,45.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,-12.700000000000017,-31.759999999999998,-10.159999999999997,-0.0071428571428571175,2.51,0.25,1.1,1
17.0,9.0,167.64,70.31,167.64,Orthodox,37.0,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,20.0,3.0,190.5,70.31,195.58,Orthodox,31.0,3.65,0.46,3.37,0.5,0.0,0.0,0.11,1.3,-22.860000000000014,0.0,-27.940000000000026,-0.20370370370370372,3.89,0.77,-0.19999999999999996,1
6.0,7.0,182.88,77.11,,Orthodox,47.0,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,9.0,3.0,172.72,56.7,170.18,Orthodox,30.0,4.95,0.46,4.54,0.46,1.11,0.15,0.65,0.3,10.159999999999997,20.409999999999997,,-0.26373626373626374,-1.11,-3.7700000000000005,3.2,0
25.0,14.0,167.64,61.23,172.72,Orthodox,45.0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,10.0,3.0,175.26,70.31,182.88,Orthodox,32.0,4.08,0.3,7.16,0.48,1.54,0.44,0.36,0.4,-7.6200000000000045,-9.080000000000005,-10.159999999999997,-0.0892857142857143,0.9300000000000002,-1.06,0.0,1
18.0,10.0,175.26,70.31,180.34,Switch,40.0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,7.0,3.0,180.34,70.31,175.26,Orthodox,32.0,5.82,0.58,4.07,0.56,0.0,0.0,0.36,0.0,-5.0800000000000125,0.0,5.0800000000000125,-0.01567398119122254,0.49,-3.1,0.5,0
11.0,4.0,175.26,65.77,,Orthodox,34.0,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,35.0,14.0,170.18,70.31,177.8,Southpaw,45.0,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,5.079999999999984,-4.540000000000006,,-0.012499999999999956,-1.23,1.1,-0.8,0
19.0,4.0,182.88,106.59,,Orthodox,44.0,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1,15.0,10.0,190.5,92.99,190.5,Orthodox,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,-7.6200000000000045,13.600000000000009,,0.21474358974358976,-2.03,-1.76,3.9999999999999996,1
7.0,2.0,182.88,77.11,195.58,Switch,32.0,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,5.0,3.0,182.88,77.11,,Orthodox,,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0,0.0,0.0,,0.14444444444444438,0.87,2.38,0.0,1
12.0,6.0,170.18,61.23,182.88,Orthodox,32.0,3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0,1.0,2.0,175.26,77.11,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.079999999999984,-15.880000000000003,,0.381578947368421,3.0,3.67,0.0,1
10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,0.0,2.0,180.34,104.33,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.400000000000006,-52.17,,0.5555555555555556,0.26,4.99,0.3,1
13.0,10.0,172.72,56.7,,Orthodox,40.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,26.0,10.0,175.26,77.11,180.34,Orthodox,48.0,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,-2.539999999999992,-20.409999999999997,,-0.1610360360360361,-1.3,-1.0,0.0,0
12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,14.0,8.0,187.96,77.11,190.5,Southpaw,41.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,-7.6200000000000045,-6.799999999999997,-12.699999999999989,0.14130434782608692,0.85,-1.02,2.1,0
15.0,12.0,165.1,61.23,167.64,Orthodox,41.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,8.0,2.0,193.04,113.4,198.12,Southpaw,29.0,6.57,0.64,1.87,0.64,0.0,0.0,0.82,0.0,-27.939999999999998,-52.17000000000001,-30.480000000000018,-0.1915584415584416,2.61,-3.2,0.7,0
9.0,9.0,203.2,136.08,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,177.8,70.31,,Orthodox,46.0,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,25.399999999999977,65.77000000000001,,-0.19298245614035087,-2.04,-1.7,0.0,0
16.0,8.0,177.8,109.32,,Orthodox,49.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,11.0,6.0,175.26,70.31,187.96,Orthodox,40.0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,2.5400000000000205,39.00999999999999,,0.028888888888888853,0.56,-1.3399999999999999,1.8,0
9.0,5.0,180.34,83.91,195.58,Southpaw,42.0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,21.0,10.0,162.56,56.7,162.56,Orthodox,35.0,4.35,0.38,4.52,0.55,0.42,0.27,0.58,0.1,17.78,27.209999999999994,33.02000000000001,-0.05625000000000002,0.37000000000000005,-2.0799999999999996,0.30000000000000004,0
16.0,3.0,170.18,56.7,172.72,Orthodox,30.0,2.36,0.41,2.0,0.47,1.77,0.33,0.55,2.6,4.0,6.0,180.34,70.31,,Orthodox,40.0,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,-10.159999999999997,-13.61,,0.4363636363636364,1.77,-0.9300000000000002,2.6,1
29.0,10.0,177.8,77.11,,Orthodox,40.0,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.0,0.0,,0.1387931034482759,-2.46,1.98,-0.4,1
9.0,3.0,175.26,65.77,180.34,Orthodox,37.0,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0,11.0,3.0,167.64,61.23,167.64,Orthodox,23.0,3.06,0.52,4.56,0.53,3.06,0.75,0.5,0.0,7.6200000000000045,4.539999999999999,12.700000000000017,-0.04102564102564099,0.6999999999999997,-0.9900000000000002,0.0,0
18.0,7.0,185.42,83.91,187.96,Switch,44.0,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,30.0,18.0,165.1,61.23,,Orthodox,39.0,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,20.319999999999993,22.68,,0.0800627943485086,2.83,2.07,0.4,1
11.0,3.0,180.34,65.77,180.34,Orthodox,32.0,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,11.0,5.0,170.18,56.7,180.34,Orthodox,28.0,2.69,0.48,4.1,0.43,0.0,0.0,0.41,1.7,10.159999999999997,9.069999999999993,0.0,0.08627450980392148,0.36,0.94,-1.2,1
16.0,6.0,177.8,77.11,180.34,Southpaw,35.0,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,12.0,3.0,187.96,83.91,190.5,Orthodox,27.0,3.66,0.4,3.58,0.51,1.49,0.41,0.5,0.9,-10.159999999999997,-6.799999999999997,-10.159999999999997,-0.05434782608695654,-0.47,-1.33,0.09999999999999998,0
4.0,2.0,198.12,120.2,,Orthodox,50.0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,10.0,4.0,190.5,77.11,203.2,Orthodox,33.0,3.94,0.52,4.32,0.54,0.85,0.4,0.59,0.4,7.6200000000000045,43.09,,-0.09523809523809523,7.860000000000001,-2.0,2.5,1
14.0,5.0,187.96,109.77,198.12,Orthodox,36.0,3.44,0.49,2.78,0.47,0.0,0.0,0.75,0.0,14.0,9.0,162.56,56.7,167.64,Switch,35.0,5.24,0.43,5.86,0.52,1.3,0.19,0.75,0.2,25.400000000000006,53.06999999999999,30.480000000000018,0.11666666666666659,-1.3,-1.8000000000000003,-0.2,1
10.0,3.0,190.5,83.91,193.04,Orthodox,42.0,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,17.0,7.0,182.88,77.11,190.5,Southpaw,37.0,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,7.6200000000000045,6.799999999999997,2.539999999999992,0.03428571428571425,-1.1800000000000002,5.550000000000001,-0.5,1
33.0,13.0,210.82,120.2,213.36,Orthodox,36.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,12.0,3.0,190.5,83.91,185.42,Southpaw,32.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,20.319999999999993,36.290000000000006,27.940000000000026,-0.0478723404255319,0.56,-0.21999999999999975,0.5999999999999999,1
25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,19.0,3.0,182.88,65.77,182.88,Southpaw,35.0,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,-12.699999999999989,-9.069999999999993,-7.6200000000000045,-0.29417206290471787,1.35,0.48,-0.4,0
23.0,6.0,180.34,65.77,182.88,Orthodox,29.0,2.47,0.53,4.91,0.37,0.0,0.0,0.42,5.3,9.0,5.0,172.72,70.31,172.72,Orthodox,51.0,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,7.6200000000000045,-4.540000000000006,10.159999999999997,0.16666666666666674,-2.07,-0.5899999999999999,5.3,0
2.0,1.0,190.5,120.2,,Southpaw,,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,12.699999999999989,43.09,,-0.18888888888888888,-1.51,-2.69,-0.8,0
21.0,13.0,177.8,61.23,180.34,Orthodox,41.0,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,19.0,7.0,187.96,92.99,190.5,Orthodox,34.0,4.59,0.47,3.92,0.55,0.57,0.33,0.8,0.1,-10.159999999999997,-31.759999999999998,-10.159999999999997,-0.10370370370370374,1.2600000000000002,-0.05999999999999961,-0.1,1
14.0,3.0,172.72,65.77,175.26,Orthodox,29.0,2.76,0.5,2.84,0.4,2.37,1.0,0.66,0.6,3.0,2.0,185.42,81.65,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.699999999999989,-15.88000000000001,,0.2777777777777778,2.37,2.76,0.6,1
15.0,12.0,182.88,77.11,,Southpaw,35.0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,12.0,3.0,182.88,83.91,,Orthodox,47.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,0.0,-6.799999999999997,,-0.2142857142857143,0.0,-0.28,0.0,0
12.0,6.0,182.88,70.31,,Orthodox,38.0,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,6.0,3.0,177.8,77.11,,0,41.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,5.079999999999984,-6.799999999999997,,0.03157894736842104,0.76,-1.8599999999999999,2.3,0
22.0,14.0,193.04,92.99,195.58,Orthodox,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,23.0,9.0,172.72,61.23,177.8,Switch,31.0,4.31,0.49,5.48,0.5,0.53,0.39,0.7,0.9,20.319999999999993,31.759999999999998,17.78,-0.10237510237510239,0.8,-0.37999999999999945,-0.09999999999999998,0
8.0,4.0,170.18,70.31,180.34,Orthodox,37.0,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,11.0,5.0,177.8,70.31,185.42,Orthodox,41.0,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,-7.6200000000000045,0.0,-5.079999999999984,-0.03167420814479638,0.7699999999999998,-1.46,-1.3,1
18.0,9.0,180.34,77.11,177.8,Southpaw,49.0,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,4.0,3.0,182.88,83.91,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.539999999999992,-6.799999999999997,,0.1428571428571429,1.41,0.85,2.8,1
8.0,7.0,180.34,106.59,187.96,Orthodox,44.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,16.0,3.0,172.72,65.77,182.88,Orthodox,29.0,3.32,0.51,2.62,0.47,3.4,0.75,0.5,0.8,7.6200000000000045,40.82000000000001,5.0800000000000125,-0.30000000000000004,-3.4,-0.5999999999999996,-0.6000000000000001,0
11.0,12.0,185.42,83.91,,Southpaw,50.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,8.0,7.0,180.34,106.59,187.96,Orthodox,44.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,5.079999999999984,-22.680000000000007,,-0.041666666666666685,0.0,-2.0300000000000002,-0.2,1
12.0,4.0,187.96,92.99,187.96,Orthodox,28.0,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2.0,19.0,7.0,187.96,92.99,190.5,Orthodox,34.0,4.59,0.47,3.92,0.55,0.57,0.33,0.8,0.1,0.0,0.0,-2.539999999999992,0.002178649237472796,4.27,-0.9099999999999997,1.9,0
4.0,2.0,180.34,77.11,,Southpaw,37.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4,14.0,8.0,190.5,83.91,193.04,Orthodox,46.0,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,-10.159999999999997,-6.799999999999997,,-0.037267080745341685,-1.81,0.7100000000000002,-0.40000000000000013,0
17.0,11.0,190.5,83.91,187.96,Orthodox,49.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,6.0,1.0,190.5,70.31,185.42,Southpaw,24.0,10.27,0.56,9.45,0.47,0.0,0.0,0.0,0.0,0.0,13.599999999999994,2.5400000000000205,-0.1637931034482759,1.46,-7.56,0.6,0
25.0,19.0,175.26,77.11,,Southpaw,53.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,2.0,1.0,190.5,120.2,,Southpaw,,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,-15.240000000000009,-43.09,,0.05555555555555558,0.38,0.53,0.0,1
24.0,14.0,208.28,117.93,,Orthodox,44.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,20.0,16.0,172.72,70.31,175.26,Orthodox,39.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,35.56,47.620000000000005,,0.07484407484407485,-0.74,-2.7,2.3,0
4.0,3.0,182.88,92.99,,Open Stance,52.0,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,0.0,1.0,167.64,72.57,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.240000000000009,20.42,,0.5,0.0,0.75,0.0,0
0.0,1.0,193.04,106.59,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,177.8,65.77,,Orthodox,42.0,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,15.23999999999998,40.82000000000001,,-0.5517241379310345,-0.36,-4.25,-0.4,0
19.0,8.0,172.72,77.11,180.34,Orthodox,44.0,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,8.0,4.0,187.96,83.91,187.96,Orthodox,34.0,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,-15.240000000000009,-6.799999999999997,-7.6200000000000045,0.06318681318681318,-0.7600000000000002,-0.75,4.1,0
12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,8.0,0.0,187.96,102.97,,Southpaw,49.0,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,-7.6200000000000045,-32.66,,-0.13888888888888884,-6.66,-0.2999999999999998,-0.3999999999999999,1
32.0,10.0,190.5,92.99,198.12,Orthodox,39.0,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0,8.0,2.0,175.26,70.31,180.34,Southpaw,32.0,3.7,0.52,3.19,0.58,5.03,0.58,0.41,0.5,15.240000000000009,22.679999999999993,17.78,0.016913319238900604,-4.82,-0.4400000000000004,-0.5,0
17.0,6.0,172.72,61.23,172.72,Orthodox,34.0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,15.0,9.0,190.5,92.99,195.58,Orthodox,37.0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,-17.78,-31.759999999999998,-22.860000000000014,0.10833333333333339,-0.9900000000000002,-0.6999999999999997,-1.5,0
3.0,1.0,175.26,70.31,172.72,Orthodox,32.0,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,7.0,4.0,167.64,61.23,177.8,Orthodox,31.0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0,7.6200000000000045,9.080000000000005,-5.0800000000000125,0.016666666666666607,8.49,1.19,0.0,1
8.0,7.0,180.34,106.59,187.96,Orthodox,44.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,14.0,5.0,175.26,70.31,,Orthodox,38.0,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,5.0800000000000125,36.28,,-0.19999999999999996,0.0,-3.9599999999999995,0.2,0
20.0,7.0,175.26,65.77,177.8,Orthodox,36.0,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,17.0,4.0,185.42,77.11,187.96,Southpaw,37.0,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1,-10.159999999999997,-11.340000000000003,-10.159999999999997,-0.058441558441558406,0.010000000000000009,-3.61,0.19999999999999998,0
11.0,2.0,175.26,65.77,,Orthodox,41.0,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,17.0,1.0,172.72,65.77,180.34,Orthodox,29.0,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7,2.539999999999992,0.0,,-0.10902255639097747,-3.42,1.0300000000000002,-0.7,0
12.0,5.0,160.02,56.7,167.64,Orthodox,30.0,4.63,0.4,3.4,0.61,2.07,0.51,0.85,0.7,16.0,10.0,185.42,77.11,190.5,Orthodox,41.0,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,-25.399999999999977,-20.409999999999997,-22.860000000000014,0.07407407407407407,0.46999999999999975,3.21,0.7,1
18.0,10.0,172.72,61.23,185.42,Orthodox,36.0,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,0.0,1.0,182.88,83.91,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.159999999999997,-22.68,,0.6206896551724138,0.93,2.37,0.7,1
15.0,1.0,185.42,70.31,195.58,Switch,24.0,5.86,0.41,5.06,0.56,0.22,0.33,0.94,0.2,19.0,10.0,177.8,77.11,,Southpaw,37.0,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,7.619999999999976,-6.799999999999997,,0.24901960784313726,-0.78,2.3300000000000005,0.2,1
28.0,10.0,165.1,61.23,167.64,Orthodox,41.0,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,21.0,9.0,193.04,107.95,195.58,Orthodox,40.0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,-27.939999999999998,-46.720000000000006,-27.940000000000026,0.04052936311000832,1.3499999999999999,-1.27,0.1,1
19.0,8.0,177.8,70.31,177.8,Orthodox,43.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,17.0,0.0,172.72,61.23,175.26,Orthodox,28.0,4.75,0.69,0.56,0.76,4.51,0.56,1.0,0.6,5.0800000000000125,9.080000000000005,2.5400000000000205,-0.2658730158730158,-0.27999999999999936,-3.23,-0.6,1
14.0,8.0,175.26,65.77,177.8,Orthodox,34.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,5.0,2.0,160.02,56.7,162.56,Orthodox,32.0,1.0,0.35,2.07,0.5,2.0,0.66,0.0,1.0,15.23999999999998,9.069999999999993,15.240000000000009,-0.016304347826086918,-0.6699999999999999,2.18,-1.0,0
6.0,3.0,182.88,113.4,187.96,Orthodox,37.0,2.46,0.43,3.85,0.53,0.0,0.0,0.77,0.0,15.0,6.0,190.5,92.99,205.74,Orthodox,27.0,8.41,0.46,6.77,0.56,0.0,0.0,0.0,0.0,-7.6200000000000045,20.41000000000001,-17.78,-0.08181818181818179,0.0,-5.95,0.0,0
3.0,1.0,190.5,92.99,,Switch,35.0,3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0,18.0,10.0,193.04,108.86,208.28,Orthodox,46.0,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,-2.539999999999992,-15.870000000000005,,-0.020689655172413834,-0.61,-2.26,-0.6,1
18.0,10.0,175.26,70.31,180.34,Switch,40.0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,4.0,2.0,177.8,90.26,,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5400000000000205,-19.950000000000003,,0.049261083743842415,0.49,2.72,0.5,1
30.0,14.0,172.72,70.31,175.26,Southpaw,43.0,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,19.0,13.0,182.88,77.11,187.96,Orthodox,44.0,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,-10.159999999999997,-6.799999999999997,-12.700000000000017,0.09090909090909083,0.1399999999999999,-0.5599999999999996,0.1,1
8.0,4.0,160.02,56.7,160.02,Orthodox,39.0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,23.0,9.0,185.42,83.91,195.58,Southpaw,40.0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,-25.399999999999977,-27.209999999999994,-35.56,-0.0815850815850816,-2.5700000000000003,-1.17,0.5000000000000001,0
7.0,3.0,172.72,61.23,170.18,Southpaw,32.0,2.97,0.42,3.17,0.34,1.5,0.33,0.8,0.0,0.0,1.0,190.5,106.59,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.78,-45.36000000000001,,0.6363636363636364,1.5,2.97,0.0,1
11.0,3.0,182.88,83.91,193.04,Southpaw,34.0,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,19.0,7.0,167.64,56.7,167.64,Orthodox,40.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,15.240000000000009,27.209999999999994,25.400000000000006,0.02962962962962956,-0.010000000000000009,0.73,0.3999999999999999,0
17.0,11.0,190.5,83.91,187.96,Orthodox,49.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,13.0,0.0,187.96,83.91,190.5,Orthodox,29.0,5.72,0.58,3.46,0.42,3.99,0.46,1.0,2.7,2.539999999999992,0.0,-2.539999999999992,-0.3423645320197045,-2.5300000000000002,-3.01,-2.1,1
19.0,9.0,175.26,61.23,,Orthodox,37.0,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,15.0,5.0,160.02,56.7,165.1,Southpaw,26.0,3.8,0.47,2.6,0.59,2.49,0.46,0.4,0.4,15.23999999999998,4.529999999999994,,-0.059113300492610876,-2.49,-1.0799999999999996,-0.4,1
6.0,8.0,170.18,61.23,170.18,Orthodox,35.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,11.0,2.0,187.96,83.91,,Orthodox,43.0,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1,-17.78,-22.68,,-0.3857142857142857,0.67,0.46999999999999975,-1.3,1
12.0,0.0,172.72,61.23,180.34,Orthodox,26.0,4.47,0.58,2.44,0.57,3.96,0.41,0.83,0.6,15.0,7.0,177.8,70.31,,Orthodox,34.0,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,-5.0800000000000125,-9.080000000000005,,0.27090301003344486,3.96,3.6799999999999997,0.6,1
8.0,4.0,187.96,83.91,187.96,Orthodox,34.0,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,24.0,6.0,185.42,83.91,198.12,Southpaw,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2,2.5400000000000205,0.0,-10.159999999999997,-0.15880893300248133,0.45999999999999996,0.53,-1.2,0
36.0,10.0,187.96,111.13,,Orthodox,55.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,24.0,13.0,187.96,83.91,190.5,Orthodox,37.0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,0.0,27.22,,0.13437849944008962,0.8999999999999999,-1.5499999999999998,0.7,1
29.0,20.0,185.42,77.11,,Orthodox,51.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,14.0,1.0,167.64,56.7,170.18,Orthodox,31.0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,17.78,20.409999999999997,,-0.29500000000000004,-2.6,-2.71,-0.4,0
10.0,2.0,182.88,83.91,185.42,Orthodox,34.0,3.19,0.54,4.6,0.49,4.18,0.3,1.0,1.6,16.0,3.0,172.72,61.23,182.88,Orthodox,44.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,10.159999999999997,22.68,2.539999999999992,-0.03076923076923077,1.9799999999999995,2.31,0.0,1
20.0,8.0,182.88,77.11,180.34,Orthodox,34.0,4.36,0.46,6.38,0.5,0.34,0.5,0.61,0.0,23.0,7.0,182.88,77.11,190.5,Orthodox,47.0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,0.0,0.0,-10.159999999999997,-0.0522803114571746,-3.71,2.7,-1.0,1
12.0,6.0,177.8,83.91,,Orthodox,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,9.0,3.0,190.5,83.91,195.58,Orthodox,36.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,-12.699999999999989,0.0,,-0.06072874493927127,-3.07,0.8299999999999998,-0.5,1
